device,attack,intensity,average rtt,loss
Smartphone_1,SYN_Flooding_iter_0,7526.66,49.450606508875744,0.37943786982248523
Smartphone_1,ACK_Flooding_iter_0,7068.11,45.23463850528026,0.3647441104792851
Smartphone_1,UDP_Flooding_iter_0,13902.34,94.24447610294116,0.9273897058823529
Smart_Clock_1,SYN_Flooding_iter_0,2131.20,31.280684840425536,0.15824468085106383
Smart_Clock_1,ACK_Flooding_iter_0,4042.67,38.851512717536814,0.24497991967871485
Smart_Clock_1,UDP_Flooding_iter_0,5386.07,98.84516129032258,0.982078853046595
Google-Nest-Mini_1,SYN_Flooding_iter_0,4804.34,25.67917222963952,0.1348464619492657
Google-Nest-Mini_1,ACK_Flooding_iter_0,11773.80,30.087937743190658,0.0311284046692607
Google-Nest-Mini_1,UDP_Flooding_iter_0,14836.54,95.97907766990292,0.9077669902912622
